Tweet Id,Datetime,tweet,clean_text,sentiment
1331228547868979202,2020-11-24 13:29:53,"@GoogleIndia @Google @Flipkart 

Unable to book Pixel 4a for last 2 month's because the product is always out of st… https://t.co/ToUs4BSJPV",Unable to book Pixel 4a for last 2 month s because the product is always out of st,neutral
1331228539736129536,2020-11-24 13:29:51,This is very shameful for such a multi-billion e-commerce company. Flipkart is popular because of their costumer. F… https://t.co/SahMjnXI4O,This is very shameful for such a multi billion e commerce company Flipkart is popular because of their costumer F,negative
1331228416079659011,2020-11-24 13:29:22,मेने एक  #Muscletech का #NitroTech #supplements मंगाया है जो बिल्कुल फेक ओर  नकली  है में पूछना चाहता हुक्या… https://t.co/zcyKoULRxb,Muscletech NitroTech supplements,neutral
1331228403190546432,2020-11-24 13:29:19,@TechnologyJock @Flipkart Chutiya Flipkart bhenchod lauda ka service hai,Chutiya Flipkart bhenchod lauda ka service hai,neutral
1331228376405745664,2020-11-24 13:29:12,"https://t.co/XSbKQ9iKCi

Design-1523   Women's &amp; Girl's Belt, Single Pack

Rs. 299

Our   brands believes to provid… https://t.co/3o53WFs8cL",Design 1523 Women s amp Girl s Belt Single Pack Rs 299 Our brands believes to provid,neutral
1331228303118594049,2020-11-24 13:28:55,"@FlipkartStories @Flipkart Dear Team 
@FlipkartStories

Ans ➡️ b) MarQ

#ContestAlert #TriviaTuesdays 
#TuesdayVibe… https://t.co/bMsyaavqU2",Dear Team Ans b MarQ ContestAlert TriviaTuesdays TuesdayVibe,positive
1331228211779227650,2020-11-24 13:28:33,"@papaparth @Flipkart @flipkartsupport The same case is with me too...What do you think, let' move to court for this? https://t.co/9x85UwiP1K",The same case is with me too What do you think let move to court for this,neutral
1331228158041890816,2020-11-24 13:28:20,"Cool your soul with powerful, sleek and trendy Diet 3D 40i air cooler. Shop now! 

Available on #Amazon and… https://t.co/N4iYqygzuu",Cool your soul with powerful sleek and trendy Diet 3D 40i air cooler Shop now Available on Amazon and,positive
1331228113129275392,2020-11-24 13:28:09,"https://t.co/LOdjraqUYp

Design-1522   Causal &amp; Stylish Men Belt, Single Pack

Rs. 199

Our   brands believes to pr… https://t.co/IkJo06EHJD",Design 1522 Causal amp Stylish Men Belt Single Pack Rs 199 Our brands believes to pr,neutral
1331228110700781569,2020-11-24 13:28:09,Some customers were simply waiting for big Diwali sales by e-commerce websites on their pre-decided gadgets. Sanchi… https://t.co/93P5C802q1,Some customers were simply waiting for big Diwali sales by e commerce websites on their pre decided gadgets Sanchi,neutral
1331227931452993538,2020-11-24 13:27:26,"@Micromax__India @Flipkart where is my order @Flipkart ? Why the tracking id is still showing invalid?
I have raise… https://t.co/lZ6COSxYN5",India where is my order Why the tracking id is still showing invalid I have raise,neutral
1331227838112907264,2020-11-24 13:27:04,@flipkartsupport This is been done a lot of times..check ur DM..everytime i get the same response..we r trying .pls… https://t.co/jSFnUxaCtF,This is been done a lot of times check ur DM everytime i get the same response we r trying pls,positive
1331227824468807682,2020-11-24 13:27:01,@SDhawan25 @BCCI Ye Amazon main milega ya flipkart main?,Ye Amazon main milega ya flipkart main,positive
1331227803430182914,2020-11-24 13:26:56,"@FlipkartStories @Flipkart Ready Dear Team 🍀

#ContestAlert 
#TriviaTuesdays 

@FlipkartStories",Ready Dear Team ContestAlert TriviaTuesdays,positive
1331227720617902086,2020-11-24 13:26:36,"https://t.co/6f4Yien4iJ

Design-1521   Women's &amp; Girl's Belt, Single Pack

Rs. 199

Our   brands believes to provid… https://t.co/GOCK7tHouH",Design 1521 Women s amp Girl s Belt Single Pack Rs 199 Our brands believes to provid,neutral
1331227692453257216,2020-11-24 13:26:29,@Flipkart I hope to respect and response to my massage,I hope to respect and response to my massage,positive
1331227272888545280,2020-11-24 13:24:49,"@FlipkartStories @FlipkartVideo A1) d) Ladies Vs Gentlemen

#TriviaTuesdays

Flipkart Stories
Dear team following a… https://t.co/wZhQYdY1Vm",A1 d Ladies Vs Gentlemen TriviaTuesdays Flipkart Stories Dear team following a,positive
1331227248469311489,2020-11-24 13:24:43,@Coronavirus010 @asrattr @mansikoul @MeghUpdates @AliExpress_EN arrey bhai..... all products sold on amazon and fli… https://t.co/QaUq85qCot,EN arrey bhai all products sold on amazon and fli,positive
1331227089555451905,2020-11-24 13:24:05,@FlipkartStories @Flipkart B) MarQ #tuesdayvibe #tuesdaymotivations #TriviaTuesdays,B MarQ tuesdayvibe tuesdaymotivations TriviaTuesdays,neutral
1331227031195947008,2020-11-24 13:23:51,"@FlipkartStories @Flipkart Ans 2) b) MarQ

#ContestAlert #TriviaTuesdays
@FlipkartStories",Ans 2 b MarQ ContestAlert TriviaTuesdays,neutral
1331226963801903104,2020-11-24 13:23:35,@asrattr @mansikoul @MeghUpdates @AliExpress_EN Use flipkart or Amazon etc I know Ali express give item in less price 🙂,EN Use flipkart or Amazon etc I know Ali express give item in less price,positive
1331226926099271680,2020-11-24 13:23:26,"@papaparth To ensure that your Flipkart account information is safe, please share the requested details via DM by c… https://t.co/fZ3XlSPga1",To ensure that your Flipkart account information is safe please share the requested details via DM by c,positive
1331226854364045313,2020-11-24 13:23:09,@FlipkartStories Advocate notice Flipkart https://t.co/OH0lEMnUdY,Advocate notice Flipkart,neutral
1331226805630484480,2020-11-24 13:22:58,"@Flipkart as always, not trustworthy. How is it even possible to screw up every damn order? What kind of customer r… https://t.co/uhGVk5zSFL",as always not trustworthy How is it even possible to screw up every damn order What kind of customer r,negative
1331226762408198144,2020-11-24 13:22:47,I have reported to @Flipkart that one particular seller is selling 'Made in china' mobile cover but they have menti… https://t.co/SPznyXomjj,I have reported to that one particular seller is selling Made in china mobile cover but they have menti,neutral
1331226672088051712,2020-11-24 13:22:26,"@Flipkart Sab mil k pagal bana rahe h m********d k bachhe, account block kar rakha h saalo ne",Sab mil k pagal bana rahe h m d k bachhe account block kar rakha h saalo ne,negative
1331226653880582144,2020-11-24 13:22:21,"@Flipkart @flipkartsupport @FlipkartStories 

Still Morning To Evening Done No Call Received From Your Side.

I am… https://t.co/0E1ZUTUsO5",Still Morning To Evening Done No Call Received From Your Side I am,negative
1331226630707023872,2020-11-24 13:22:16,@flipkartsupport @Flipkart @consumerforum_ @consaff If I order fresh I get sooner. What a wonder service. https://t.co/GW397B8Eoe,If I order fresh I get sooner What a wonder service,positive
1331226570162257921,2020-11-24 13:22:01,@Darsh91 Sorry to hear this. We're here to help you out. Request you to share the order ID via DM by clicking the b… https://t.co/kWqKAoq5Oe,Sorry to hear this We re here to help you out Request you to share the order ID via DM by clicking the b,positive
1331226491804286979,2020-11-24 13:21:43,"Marvel Spider-Man Web Shots Spiderbolt NERF Powered Blaster Toy, 3 Fires Darts, For Kids Ages 5 and Up

₹899 + 5% e… https://t.co/w3PCidnMK7",Marvel Spider Man Web Shots Spiderbolt NERF Powered Blaster Toy 3 Fires Darts For Kids Ages 5 and Up 899 5 e,positive
1331226435978022912,2020-11-24 13:21:29,@Flipkart @flipkartsupport  i've been trying for past few days to get get my order but there is no proper response.… https://t.co/8FEyFqi0q8,i ve been trying for past few days to get get my order but there is no proper response,negative
1331226408698269697,2020-11-24 13:21:23,"@FlipkartStories @Flipkart b) MarQ

#ContestAlert #TriviaTuesdays  
@FlipkartVideo
#TuesdayVibe #TuesdayShoutout 
@FlipkartStories",b MarQ ContestAlert TriviaTuesdays TuesdayVibe TuesdayShoutout,neutral
1331226407654084609,2020-11-24 13:21:23,"@_Kalyan_K 
@PMOIndia 
@DGCAIndia 
I want to book ticket using credit shell through flipkart and following from mor… https://t.co/MrpwmO260s",Kalyan K I want to book ticket using credit shell through flipkart and following from mor,positive
1331226383226339329,2020-11-24 13:21:17,"@_Kalyan_K @binnybansal
@Flipkart Can you please look into  [Incident: IN20111007081547979398]? 

Also, kindly try… https://t.co/YSvPMQ9X0U",Kalyan K Can you please look into Incident IN20111007081547979398 Also kindly try,positive
1331226333150515200,2020-11-24 13:21:05,@Flipkart #pathetic customer service.I have been chasing your customer support team since 16th November as my order… https://t.co/9dhk6Y2o5E,pathetic customer service I have been chasing your customer support team since 16th November as my order,negative
1331226289059991552,2020-11-24 13:20:54,@RamMoha82601373 @Flipkart @ttkprestige only way is to raise consumer complaint.. which I am planning to do,only way is to raise consumer complaint which I am planning to do,negative
1331226251160215552,2020-11-24 13:20:45,@HiHonorIndia @Flipkart already Using Magic watch 2.. Really a Good Product..,already Using Magic watch 2 Really a Good Product,positive
1331226237348417536,2020-11-24 13:20:42,@kaalicharan Truly sorry about that. We know that you have shared all the details related to your Flipkart account… https://t.co/Z1NpbVvjZs,Truly sorry about that We know that you have shared all the details related to your Flipkart account,positive
1331226221707894791,2020-11-24 13:20:38,"@DChaurasia2312 👇😂😂

कौए , थोड़े दिन बाद तेरी न्यूज़ तो भक्त और आईटी सेल वाले भी नहीं मानेंगे।

एप्प बन्द करने से… https://t.co/MeQUQGH1pj",,neutral
1331226188434456577,2020-11-24 13:20:30,@FlipkartStories @FlipkartVideo One of my friend ordered Samsung S10 Lite from Flipkart around Rs 40000 price .....… https://t.co/g3mfdC8Tr2,One of my friend ordered Samsung S10 Lite from Flipkart around Rs 40000 price,positive
1331226167886499842,2020-11-24 13:20:26,@RamMoha82601373 @Flipkart @ttkprestige Worst response from the team. Even the escalation are not working. You will… https://t.co/Z5jIJZC7wK,Worst response from the team Even the escalation are not working You will,negative
1331226033337503746,2020-11-24 13:19:53,"@flipkartsupport Please read carefully 

NO YOU HAVE NOT RESLOVED ANY OF MY ISSUES. IF YOU CANNOT RESOLVE MY ISSUE… https://t.co/UabBkcslUx",Please read carefully NO YOU HAVE NOT RESLOVED ANY OF MY ISSUES IF YOU CANNOT RESOLVE MY ISSUE,negative
1331226016920997888,2020-11-24 13:19:50,Hey @Flipkart  you guys have cheated me.. 4 products ordered during big billion days sale but not even a single one… https://t.co/QeU9071G9i,Hey you guys have cheated me 4 products ordered during big billion days sale but not even a single one,negative
1331225903884505089,2020-11-24 13:19:23,"@paytmmallcare Very Bad Condition..
Very disappointed with my first and last purchase on Paytm.. Never had issues w… https://t.co/XXndLwZ6YV",Very Bad Condition Very disappointed with my first and last purchase on Paytm Never had issues w,negative
1331225764310646788,2020-11-24 13:18:49,"@Paytm Thnak u @Paytm @Flipkart 
@Paytm u are better than any other upi transaction application! Which give us only… https://t.co/Ofl66mZK3q",Thnak u u are better than any other upi transaction application Which give us only,positive
1331225715941933056,2020-11-24 13:18:38,@amrita78282781 @Flipkart Mutual concern,Mutual concern,neutral
1331225685352857600,2020-11-24 13:18:31,"@flipkartsupport @Flipkart are your 48 hours still runnin', huh?🙄",are your 48 hours still runnin huh,neutral
1331225591723352066,2020-11-24 13:18:08,@flipkartsupport @Flipkart @consumerforum_ @consaff As expected pathetic response from @Flipkart they again changed… https://t.co/JhAkJd6lQh,As expected pathetic response from they again changed,negative
1331225547825844225,2020-11-24 13:17:58,"@FlipkartStories @Flipkart b) MarQ 

#TuesdayVibe #TuesdayShoutout #TriviaTuesdays @FlipkartStories 

Join… https://t.co/Xooby3cutG",b MarQ TuesdayVibe TuesdayShoutout TriviaTuesdays Join,positive
1331225419362705408,2020-11-24 13:17:27,@kaushal_agrawal @MeghUpdates @desimojito If someone invented cars then why consumers wanna use bullock carts. That… https://t.co/qn2YQMMzrO,agrawal If someone invented cars then why consumers wanna use bullock carts That,neutral
1331225217037869057,2020-11-24 13:16:39,@nirmaltv @Micromax__India @Flipkart Same happened with the nord. Pre ordered phone's were delayed while those who… https://t.co/rNpfZhoxKM,India Same happened with the nord Pre ordered phone s were delayed while those who,negative
1331224955313213440,2020-11-24 13:15:36,@Flipkart @FlipkartSellers @flipkartsupport have ordered vgaurd stabilizer orderidOD220108200404310000 which showin… https://t.co/7ZQlwcnZL7,have ordered vgaurd stabilizer orderidOD220108200404310000 which showin,neutral
1331224951446069248,2020-11-24 13:15:36,@Gaddamvaasu refund vastundho raadho ani bayam and e mobile naaku10.5k kivachindhi and eprice lo manchi mobile inko… https://t.co/UuopHqZXWy,refund vastundho raadho ani bayam and e mobile naaku10 5k kivachindhi and eprice lo manchi mobile inko,neutral
1331224595626541056,2020-11-24 13:14:11,"@flipkartsupport Being regular customer of flipkart, I do not except this irresponsible behavior of flipkart,as we… https://t.co/8e1SKhMplL",Being regular customer of flipkart I do not except this irresponsible behavior of flipkart as we,negative
1331224576211046400,2020-11-24 13:14:06,@MadhulikaGupt14 @FaberIndia That's what gonna happen if things like this happen by such brands like @FaberIndia an… https://t.co/aCoTWTmOID,That s what gonna happen if things like this happen by such brands like an,positive
1331224430735814656,2020-11-24 13:13:31,"@Flipkart @flipkartsupport Today I was supposed to get resolution. You told this is the most time you guys take.
It… https://t.co/WseV7djA6A",Today I was supposed to get resolution You told this is the most time you guys take It,neutral
1331224302587297792,2020-11-24 13:13:01,"@FlipkartStories @Flipkart A2 b) MarQ

@FlipkartStories 
#ContestAlert #TriviaTuesdays
#TuesdayVibe… https://t.co/XnE1aY3bph",A2 b MarQ ContestAlert TriviaTuesdays TuesdayVibe,neutral
1331224287810781186,2020-11-24 13:12:57,@PayNearby Flipkart delivery wala options chalu karo,Flipkart delivery wala options chalu karo,neutral
1331224253912399874,2020-11-24 13:12:49,I have purchased headphones flipkart smartbuy its quality is very cheap i want refund please help @flipkartsupport @Flipkart,I have purchased headphones flipkart smartbuy its quality is very cheap i want refund please help,positive
1331224244102049796,2020-11-24 13:12:47,"@AkashBa12304089 Twitter being a social media platform to ensure that your Flipkart account information is safe, pl… https://t.co/qu5ZXv0mXZ",Twitter being a social media platform to ensure that your Flipkart account information is safe pl,positive
1331224215320551429,2020-11-24 13:12:40,@tuckedfantasies Amazon and flipkart purr. I couldn't find TF and chromatica way too expensive. Almost all taylor C… https://t.co/w9oNmAPU7C,Amazon and flipkart purr I couldn t find TF and chromatica way too expensive Almost all taylor C,positive
1331223984763854849,2020-11-24 13:11:45,@flipkartsupport @Flipkart @forum_consumer @consumerforum_ I have shared the product which I had ordered also the p… https://t.co/9hiuThrayk,consumer I have shared the product which I had ordered also the p,positive
1331223948655165440,2020-11-24 13:11:36,"Zebronics Zeb-Sound Feast 100 Bluetooth Supporting Portable Speaker @ 2977

https://t.co/DvypdZMDUw

PC : Flipkart @ 3999",Zebronics Zeb Sound Feast 100 Bluetooth Supporting Portable Speaker 2977 PC Flipkart 3999,positive
1331223887212728320,2020-11-24 13:11:22,"@Flipkart @EcomExpress_Ofc ये कैसा फ़्रॉड है 😢😢 आर्डर करो तो डिलीवर एजेंट cancel कर देता है , उसकी compain करो तो… https://t.co/5J811vkIrB",Ofc cancel compain,negative
1331223813304983553,2020-11-24 13:11:04,"Grab : Mysticoal Facewash For Skin Whitening Face Wash  (70 ml) @ 50

https://t.co/wD2OwqJwEH

.",Grab Mysticoal Facewash For Skin Whitening Face Wash 70 ml 50,neutral
1331223782086721540,2020-11-24 13:10:57,"@vinayak_jain PUBG mobile, Cam Scanner are the top chinese apps in India. I dont think AliExpress will be affected… https://t.co/b3Vm0UemVn",jain PUBG mobile Cam Scanner are the top chinese apps in India I dont think AliExpress will be affected,positive
1331223773324795904,2020-11-24 13:10:55,@flipkartsupport @Flipkart @flipkartsupport when are you planning to update? After an year or u r waiting for Flipk… https://t.co/RAmmsYQQrq,when are you planning to update After an year or u r waiting for Flipk,neutral
1331223688037822467,2020-11-24 13:10:34,@imsahilgarg @Flipkart @GoogleIndia Same here too...not even packed,Same here too not even packed,neutral
1331223672426676225,2020-11-24 13:10:31,"@FlipkartStories @Flipkart 2)b) MarQ

#ContestAlert #TriviaTuesdays  
@FlipkartVideo
#TuesdayVibe #TuesdayShoutout… https://t.co/0ZZRrBeL7I",2 b MarQ ContestAlert TriviaTuesdays TuesdayVibe TuesdayShoutout,neutral
1331223643523727364,2020-11-24 13:10:24,"@TarunSh94535362 To ensure that your Flipkart account information is safe, please start a private message with us b… https://t.co/3tVKsmpgUc",To ensure that your Flipkart account information is safe please start a private message with us b,positive
1331223640965169152,2020-11-24 13:10:23,"@FlipkartStories A3 C) Scapic

@FlipkartStories
@Flipkart
#ContestAlert #TriviaTuesdays

Join
@DIPTIRASHESH… https://t.co/duRDH27kZ7",A3 C Scapic ContestAlert TriviaTuesdays Join,positive
1331223487680135168,2020-11-24 13:09:47,"@ixigo Dear sir,

I booked this flight from flipkart,i just wanted to know regarding cancellation fee waiver as bot… https://t.co/9mtCmFXGfT",Dear sir I booked this flight from flipkart i just wanted to know regarding cancellation fee waiver as bot,positive
1331223205369942016,2020-11-24 13:08:39,@Flipkart pathetic customer Experience,pathetic customer Experience,negative
1331223120187801602,2020-11-24 13:08:19,"@UShaikh10 @marathikolhapur @Flipkart @flipkartsupport भिकारी कुठलया भिकारी भाषेत बोलतोय मराठीत बोल, भारत मराठी तू… https://t.co/FVgnMxR4t7",,neutral
1331223117184729088,2020-11-24 13:08:18,@FlipkartStories @Flipkart Ans 2 : MarQ,Ans 2 MarQ,neutral
1331223074008485888,2020-11-24 13:08:08,@Flipkart Dont shop on flipkart.. They are making fool of their customers,Dont shop on flipkart They are making fool of their customers,negative
1331223025497366528,2020-11-24 13:07:56,@flipkart @flipkartsupport  very poor customer-“no’-service https://t.co/3rHhAPbGla,very poor customer no service,negative
1331222909101084678,2020-11-24 13:07:29,"@FlipkartStories A4 D) All of the above

@FlipkartStories 
@Flipkart
#ContestAlert #TriviaTuesdays #TuesdayVibe… https://t.co/7ljEYq8M4f",A4 D All of the above ContestAlert TriviaTuesdays TuesdayVibe,neutral
1331222726082609152,2020-11-24 13:06:45,@Flipkart why so poor n tired services??,why so poor n tired services,negative
1331222381755473922,2020-11-24 13:05:23,Worst app no costumer support. https://t.co/W0JuvjpurN,Worst app no costumer support,negative
1331222345927692288,2020-11-24 13:05:14,"#EmailOfFlipkart
@Flipkart @FlipkartStories 
@FlipkartVideo @flipkartsupport @WorkAtFlipkart @FlipkartW #winterbingo https://t.co/KMKOkFAZa9",EmailOfFlipkart winterbingo,neutral
1331222286657933312,2020-11-24 13:05:00,@surendr18920432 @Flipkart @HiHonorIndia @vitiligowoman Why so late?,Why so late,neutral
1331222267657740298,2020-11-24 13:04:56,"Deve Herbes Essential Oil from ₹49

https://t.co/yfcsp6t7V5

.",Deve Herbes Essential Oil from 49,neutral
1331222263555715073,2020-11-24 13:04:55,"@astitvaswaroop Also, we'd like to tell you, please do not reveal Flipkart account details here. You can just DM us… https://t.co/yj3bOdx0np",Also we d like to tell you please do not reveal Flipkart account details here You can just DM us,positive
