Tweet Id,Datetime,tweet,clean_text,sentiment
1331175018567331840,2020-11-24 09:57:11,@snapdeal stop providing parcels to @delhivery @EcomExpress_Ofc as they don't provide address specific delivery and… https://t.co/RvcGQmUcL6,stop providing parcels to Ofc as they don t provide address specific delivery and,negative
1331173939628761088,2020-11-24 09:52:53,@Shrek24774265 Please allow us sometime. We will connect with you at the earliest and help you out. Thanks! Parv,Please allow us sometime We will connect with you at the earliest and help you out Thanks Parv,positive
1331173535243374592,2020-11-24 09:51:17,@Dheeraj47115666 We always request our customers to never share their personal details publicly as our page is visi… https://t.co/BdCYggfAB8,We always request our customers to never share their personal details publicly as our page is visi,negative
1331173413168189440,2020-11-24 09:50:48,"@Dheeraj47115666 Hi! Very sorry for the inconvenience caused, we've noted down the order ID &amp; I'll get this checked… https://t.co/CQro2MhR4v",Hi Very sorry for the inconvenience caused we ve noted down the order ID amp I ll get this checked,negative
1331172651163811840,2020-11-24 09:47:46,"@Snapdeal_Help This is because, your courier partner FedEx executive again requested today to approach you as… https://t.co/Gp9WPUyUhY",Help This is because your courier partner FedEx executive again requested today to approach you as,positive
1331172143195799554,2020-11-24 09:45:45,"@Shrek24774265 Our team got in touch with you and updated you on this via email. As discussed, kindly wait till the… https://t.co/Mky3uCHjQ8",Our team got in touch with you and updated you on this via email As discussed kindly wait till the,positive
1331152151196758016,2020-11-24 08:26:19,"Lets tour of Tribes India. 
There is something for everyone.
Something for every member of the family for generatio… https://t.co/65OmaOc8Zp",Lets tour of Tribes India There is something for everyone Something for every member of the family for generatio,neutral
1331151908938018816,2020-11-24 08:25:21,"Christmas offer for you  (all design with discount price)
&gt;&gt;just click here https://t.co/XWmIeZtMk8
#Photography… https://t.co/zfQ8rinGUF",Christmas offer for you all design with discount price gt gt just click here Photography,positive
1331150620825272320,2020-11-24 08:20:14,Flipkart service has detoriated and very soon it might meet the same fate as of Snapdeal. Even after repeated reque… https://t.co/paH7sGVHoj,Flipkart service has detoriated and very soon it might meet the same fate as of Snapdeal Even after repeated reque,neutral
1331150467083108355,2020-11-24 08:19:37,@Harris_Hameed7 Hi! Sorry for the inconvenience caused to you. Our team got in touch with you and updated you via e… https://t.co/iv4kBFZdKR,Hameed7 Hi Sorry for the inconvenience caused to you Our team got in touch with you and updated you via e,negative
1331148123188518918,2020-11-24 08:10:18,"@snapdeal @Snapdeal_Help
Is there anyway i can contact your customer service. I ordered 3 and got 1 item. Much disa… https://t.co/5Q6f4oG4QC",Help Is there anyway i can contact your customer service I ordered 3 and got 1 item Much disa,positive
1331146807653539840,2020-11-24 08:05:05,Forget the chill of the winter season. Zelica brings the finest sweatshirts for women. Feel proud to own any of the… https://t.co/3THMvSmzWF,Forget the chill of the winter season Zelica brings the finest sweatshirts for women Feel proud to own any of the,positive
1331143072864866306,2020-11-24 07:50:14,"Try natural Remedies for piles
Hemohide Ayurvedic Powder

Available on Flipkart , Snapdeal,
Visit us at… https://t.co/wr3k7Abyqn",Try natural Remedies for piles Hemohide Ayurvedic Powder Available on Flipkart Snapdeal Visit us at,positive
1331142960763736064,2020-11-24 07:49:47,"https://t.co/np9b8xJ8aO

5 Inch Valentine Pipepack Of 2,white Pink

Rs. 299

Our   brands believes to provide the g… https://t.co/h0c7NNpVQP",5 Inch Valentine Pipepack Of 2 white Pink Rs 299 Our brands believes to provide the g,neutral
1331142403672084480,2020-11-24 07:47:35,"https://t.co/6s2cAkJ5aX

Glass Oil Burner Pipe (Transparent, 6 Inch) Buy 10   get 10 Free

Rs. 1499

Our   brands b… https://t.co/nDFYElxkkL",Glass Oil Burner Pipe Transparent 6 Inch Buy 10 get 10 Free Rs 1499 Our brands b,positive
1331142072061939718,2020-11-24 07:46:16,"https://t.co/3bmKYpVaGd

📷   5 Inch Valentine Glass Pipe pack Of 4,white

Rs. 499

Our   brands believes to provide… https://t.co/PbdtT3AWeZ",5 Inch Valentine Glass Pipe pack Of 4 white Rs 499 Our brands believes to provide,neutral
1331141744855904257,2020-11-24 07:44:58,"https://t.co/QNtWrCXsO1

5 Inch Valentine Glass Pipe Pack Of 2,white

Rs. 299

Our   brands believes to provide the… https://t.co/FHlfBV7MT6",5 Inch Valentine Glass Pipe Pack Of 2 white Rs 299 Our brands believes to provide the,neutral
1331140828295643136,2020-11-24 07:41:19,"https://t.co/4thKEiCBCW

Glass Oil Burner Pipe (Transparent, 6 Inch) Pack   of 10

Rs. 999

Our   brands believes t… https://t.co/zpdp8oQ5K4",Glass Oil Burner Pipe Transparent 6 Inch Pack of 10 Rs 999 Our brands believes t,neutral
1331137278484250625,2020-11-24 07:27:13,@rpinttr Please PRIVATE MESSAGE us your contact details by clicking on the given link. Our team will get in touch w… https://t.co/ke9DWveRlo,Please PRIVATE MESSAGE us your contact details by clicking on the given link Our team will get in touch w,positive
1331136877835952128,2020-11-24 07:25:37,@NidhiPa95625235 Hi! Sincere apologies for the unpleasant experience. Please PRIVATE MESSAGE us your seller ID by c… https://t.co/ApBJYVo0gS,Hi Sincere apologies for the unpleasant experience Please PRIVATE MESSAGE us your seller ID by c,positive
1331136553012273152,2020-11-24 07:24:20,"Hi I am snapdeal seller from 2 month but still not received any payment.
really very bad experience, late payment,… https://t.co/VwvOPwZQtI",Hi I am snapdeal seller from 2 month but still not received any payment really very bad experience late payment,negative
1331136427589963779,2020-11-24 07:23:50,"https://t.co/x4speKajSX

Oil Burner Pipe (Transparent, 6 Inch),Pack of 2

Rs. 349

Our   brands believes to provide… https://t.co/OvcpzXBDMc",Oil Burner Pipe Transparent 6 Inch Pack of 2 Rs 349 Our brands believes to provide,neutral
1331135856061517824,2020-11-24 07:21:34,"@Snapdeal_Help Today I got call from this number as ShopClues lucky draw winner.
As Snapdeal winner called 4-5 Time… https://t.co/6J6Bv1HWGn",Help Today I got call from this number as ShopClues lucky draw winner As Snapdeal winner called 4 5 Time,positive
1331135773735698433,2020-11-24 07:21:14,"https://t.co/cMj7kgDbBy

4 Inch Oil Ring Pipe,Pack of 1

Rs. 199

Our   brands believes to provide the good quality… https://t.co/R0wn6OhluC",4 Inch Oil Ring Pipe Pack of 1 Rs 199 Our brands believes to provide the good quality,positive
1331134857414541312,2020-11-24 07:17:35,"https://t.co/VTrcmLIUEz

5 Inch   Valentine Band Pipe,Pack of 5,White

Rs. 599

Our   brands believes to provide th… https://t.co/g9fpII7deU",5 Inch Valentine Band Pipe Pack of 5 White Rs 599 Our brands believes to provide th,neutral
1331134284317396992,2020-11-24 07:15:19,@rpinttr Hi! Please do not respond to any Phone Call/Email/SMS/Letters claiming to offer rewards/lucky draw prizes… https://t.co/pTCAWeud46,Hi Please do not respond to any Phone Call Email SMS Letters claiming to offer rewards lucky draw prizes,positive
1331133949796466691,2020-11-24 07:13:59,যখনই Snapdeal অথবা ShopClues থেকে কোন কিছু কিনি লটারির বিজেতা হিসেবে গাড়ি অথবা টাকা দেওয়ার লোভ দেখিয়ে ফোন করে।… https://t.co/vQISTEBrbR,Snapdeal ShopClues,neutral
1331132575767687169,2020-11-24 07:08:31,"https://t.co/mmMjPjSrnH

5 Inch   Valentine Pipe,Pack of 1,Pink

Rs. 199

Our   brands believes to provide the good… https://t.co/HPa8IkslgP",5 Inch Valentine Pipe Pack of 1 Pink Rs 199 Our brands believes to provide the good,positive
1331132303376928770,2020-11-24 07:07:27,"https://t.co/DukV9c1lLs

5 Inch   Valentine Pipe,Pack of 5,Yellow

Rs. 599

Our   brands believes to provide the go… https://t.co/eT0hCL1H9E",5 Inch Valentine Pipe Pack of 5 Yellow Rs 599 Our brands believes to provide the go,neutral
1331132025932189697,2020-11-24 07:06:20,"https://t.co/xodFmwCyBp

5 Inch   Valentine Pipe,Pack of 4,Yellow

Rs. 519

Our   brands believes to provide the go… https://t.co/LyTmFazc7u",5 Inch Valentine Pipe Pack of 4 Yellow Rs 519 Our brands believes to provide the go,neutral
1331131745652023296,2020-11-24 07:05:14,"https://t.co/RFpoevGcu4

5 Inch   Valentine Pipe,Pack of 2,Yellow

Rs. 299

Our   brands believes to provide the go… https://t.co/17VfjBrf19",5 Inch Valentine Pipe Pack of 2 Yellow Rs 299 Our brands believes to provide the go,neutral
1331130996603854849,2020-11-24 07:02:15,"@AmitSin16062034 Flipkart has started playing game n cheating us(customer), I'm so sure Flipkart's #timeisUp same a… https://t.co/VbdW18teTb",Flipkart has started playing game n cheating us customer I m so sure Flipkart s timeisUp same a,positive
1331129670494928897,2020-11-24 06:56:59,"https://t.co/Epopx268NM

5 Inch   Valentine Pipe,Pack of 20,Green

Rs. 2279

Our   brands believes to provide the g… https://t.co/9xVPZRt2Zu",5 Inch Valentine Pipe Pack of 20 Green Rs 2279 Our brands believes to provide the g,neutral
1331129183099965441,2020-11-24 06:55:03,@NischalRishabh We always request our customers to never share their personal details publicly as our page is visib… https://t.co/nVqfCL2T3o,We always request our customers to never share their personal details publicly as our page is visib,negative
1331129055580590080,2020-11-24 06:54:32,@NischalRishabh Hi! Apologies for the experience you have been through. This should not have happened. We'll get th… https://t.co/fYqOvMMEEg,Hi Apologies for the experience you have been through This should not have happened We ll get th,neutral
1331128339818397696,2020-11-24 06:51:42,Need to know when will i receive the order 44117534369 @snapdeal,Need to know when will i receive the order 44117534369,neutral
1331128265545662466,2020-11-24 06:51:24,"https://t.co/GIB3p7ngiV

5 Inch   Valentine Pipe,Pack of 3,Green

Rs. 419

Our   brands believes to provide the goo… https://t.co/NIHoFK0c2y",5 Inch Valentine Pipe Pack of 3 Green Rs 419 Our brands believes to provide the goo,neutral
1331127777827852290,2020-11-24 06:49:28,"https://t.co/mYBoFJ0jW9

5 Inch   Valentine Pipe,Pack of 10,Blue

Rs. 1149

Our   brands believes to provide the go… https://t.co/ip4Ua8Dfje",5 Inch Valentine Pipe Pack of 10 Blue Rs 1149 Our brands believes to provide the go,neutral
1331127527054528513,2020-11-24 06:48:28,"https://t.co/ET6IEOO5ZH

5 Inch   Valentine Pipe,Pack of 5,Blue

Rs. 599

Our   brands believes to provide the good… https://t.co/4Z1D7tiCzc",5 Inch Valentine Pipe Pack of 5 Blue Rs 599 Our brands believes to provide the good,positive
1331126952812417024,2020-11-24 06:46:11,"https://t.co/dcffMjETAW

5 Inch   Valentine Pipe,Pack of 3,Blue

Rs. 419

Our   brands believes to provide the good… https://t.co/3TNSYoucPr",5 Inch Valentine Pipe Pack of 3 Blue Rs 419 Our brands believes to provide the good,positive
1331125901409456128,2020-11-24 06:42:00,"https://t.co/HYzIRbjAvA

Sandalwood Chandan   Mala ( 7-8 Mm),Pack of 1

Rs. 199

Our   brands believes to provide t… https://t.co/yliuwbwtd8",Sandalwood Chandan Mala 7 8 Mm Pack of 1 Rs 199 Our brands believes to provide t,neutral
1331124536159268865,2020-11-24 06:36:35,"https://t.co/MlZuYPMOgU

Tulsi 108 Plus 1   Beads Mala,Pack of 1

Rs. 199

Our   brands believes to provide the goo… https://t.co/q9qV0GdCt2",Tulsi 108 Plus 1 Beads Mala Pack of 1 Rs 199 Our brands believes to provide the goo,neutral
1331123998487285761,2020-11-24 06:34:26,"https://t.co/IuKSEJsanA

Rudraksh Jaap Mala   for Pooja (Astrology) (108+1 Beads),Pack of 1

Rs. 199

Our   brands… https://t.co/M8eXASKYiz",Rudraksh Jaap Mala for Pooja Astrology 108 1 Beads Pack of 1 Rs 199 Our brands,neutral
1331122621203693568,2020-11-24 06:28:58,"https://t.co/mpgcWyYk8M

Rosewood and   Sandalwood 108 Mala (Red),Pack of 1

Rs. 199

Our   brands believes to prov… https://t.co/w0Mye3DETn",Rosewood and Sandalwood 108 Mala Red Pack of 1 Rs 199 Our brands believes to prov,neutral
1331121950215684096,2020-11-24 06:26:18,"https://t.co/Qjnnj4MZ8k

12 Inch Acrylic   Water Bong Patti,Pack of 1,Pink

Rs. 699

Height: 12 Inch   Acrylic Bong… https://t.co/l182GObBMN",12 Inch Acrylic Water Bong Patti Pack of 1 Pink Rs 699 Height 12 Inch Acrylic Bong,neutral
1331121240174522369,2020-11-24 06:23:29,"https://t.co/vhn151App0

12 Inch Acrylic   Water Bong Bob Marley,Pack of 1,Green

Rs. 699

Material: Acrylic   Bong https://t.co/eS7thjehuC",12 Inch Acrylic Water Bong Bob Marley Pack of 1 Green Rs 699 Material Acrylic Bong,neutral
1331121180913270784,2020-11-24 06:23:15,"@Snapdeal_Help Seriously...that's your reply? 

I know what to do when scammers call... What about you? 

Where did… https://t.co/XBK4PdnHxt",Help Seriously that s your reply I know what to do when scammers call What about you Where did,positive
1331120800565395456,2020-11-24 06:21:44,"https://t.co/qOfc94hFJi

12 Inch Acrylic   Patti Water Bong Green,Pack of 1,Blue

Rs. 699

Material: Acrylic   Bong https://t.co/9RIMLoVY7m",12 Inch Acrylic Patti Water Bong Green Pack of 1 Blue Rs 699 Material Acrylic Bong,neutral
1331120369890050048,2020-11-24 06:20:01,"https://t.co/lhyHhqaVup

12 Inch Acrylic   Patti Water Bong Green,Pack of 1,White

Rs. 699

Material: Acrylic   Bong https://t.co/05bO1cMOoY",12 Inch Acrylic Patti Water Bong Green Pack of 1 White Rs 699 Material Acrylic Bong,neutral
1331120001470791683,2020-11-24 06:18:34,"https://t.co/UNfJYzDH0Q

12 Inch Acrylic   Patti Water Bong Green,Pack of 1,Red

Rs. 699

Material: Acrylic   Bong https://t.co/jcRdrYKtbi",12 Inch Acrylic Patti Water Bong Green Pack of 1 Red Rs 699 Material Acrylic Bong,neutral
1331119604676976641,2020-11-24 06:16:59,"https://t.co/TxhIZj95vU

12 Inch Acrylic   Patti Water Bong Green,Pack of 1

Rs. 699

Material: Acrylic   Bong https://t.co/XaKTnN3wbL",12 Inch Acrylic Patti Water Bong Green Pack of 1 Rs 699 Material Acrylic Bong,neutral
1331119272802697216,2020-11-24 06:15:40,https://t.co/NxuBQoPt9M https://t.co/LihPYPk1as,,neutral
1331119216913653760,2020-11-24 06:15:26,"https://t.co/oCEABbNnon

8 Inch Acrylic   Water Bong Bob Marley,Pack of 1,(White)

Rs. 449

Material: Acrylic   Bong https://t.co/enGQsYG6Ap",8 Inch Acrylic Water Bong Bob Marley Pack of 1 White Rs 449 Material Acrylic Bong,neutral
1331119168968540161,2020-11-24 06:15:15,@iravishpandey Our team got in touch with you and updated you on the issue. Thanks! Avi,Our team got in touch with you and updated you on the issue Thanks Avi,positive
1331118531421716480,2020-11-24 06:12:43,"@snapdeal @Snapdeal_Help 
Take Seriously taking Action Against Them..... https://t.co/EdtscYDOX7",Help Take Seriously taking Action Against Them,positive
1331112818465075208,2020-11-24 05:50:01,@pkesh2004 We're working to get this resolved on priority. Appreciate your patience. Thanks! Ashi,We re working to get this resolved on priority Appreciate your patience Thanks Ashi,positive
1331111977289060354,2020-11-24 05:46:40,"Rem. No. 07 @snapdeal  Despite of repeated reminders, the refund is still awaited for a prepaid consignment undeliv… https://t.co/n1chNrMYQF",Rem No 07 Despite of repeated reminders the refund is still awaited for a prepaid consignment undeliv,negative
1331111070119825409,2020-11-24 05:43:04,@xauravD Hi! Please do not respond to any Phone Call/Email/SMS/Letter claiming to offer rewards/lucky draw prizes o… https://t.co/LTRPCnQmk9,Hi Please do not respond to any Phone Call Email SMS Letter claiming to offer rewards lucky draw prizes o,positive
1331110761276481538,2020-11-24 05:41:50,@snapdeal why don't you inform customers about any data breach. A scammer just called me who had my order details w… https://t.co/AIA37F8ewD,why don t you inform customers about any data breach A scammer just called me who had my order details w,neutral
1331109701606547456,2020-11-24 05:37:38,"https://t.co/o2HYd7k6w9

8 Inch Acrylic   Water Bong Bob Marley,Pack of 1,White

Rs. 449

Material: Acrylic   Bong https://t.co/ZV02WxzaI1",8 Inch Acrylic Water Bong Bob Marley Pack of 1 White Rs 449 Material Acrylic Bong,neutral
1331109346411831296,2020-11-24 05:36:13,"https://t.co/3QehUqovg6

8 Inch Acrylic   Water Bong Bob Marley,Pack of 1,Red

Rs. 449

Material: Acrylic   Bong https://t.co/xJ6eyAQOUW",8 Inch Acrylic Water Bong Bob Marley Pack of 1 Red Rs 449 Material Acrylic Bong,neutral
1331108696630251521,2020-11-24 05:33:38,"😃 Your closet has a need to own this look!
👉 https://t.co/4Fc24zP3Yj
#ShopFromYourHome https://t.co/voqFMTK9Ut",Your closet has a need to own this look ShopFromYourHome,neutral
1331108566204178433,2020-11-24 05:33:07,"https://t.co/PImWamaxiB

8 Inch Acrylic   Water Bong Bob Marley,Pack of 1,Blue

Rs. 449

Material: Acrylic   Bong https://t.co/A4LGazKrTw",8 Inch Acrylic Water Bong Bob Marley Pack of 1 Blue Rs 449 Material Acrylic Bong,neutral
1331107089146540032,2020-11-24 05:27:15,"https://t.co/dDxnJx9uDw

Women's Ankle Length Leggings,Free Size,   Color-White

Rs. 259

Our   brands believes to… https://t.co/GgPDxhvoXN",Women s Ankle Length Leggings Free Size Color White Rs 259 Our brands believes to,positive
1331106836859088896,2020-11-24 05:26:15,"https://t.co/AY5CYoR368

Women's Ankle Length Leggings,Free Size,   Color-Black

Rs. 259

Our   brands believes to… https://t.co/P5Kd1lw7wG",Women s Ankle Length Leggings Free Size Color Black Rs 259 Our brands believes to,positive
1331106297597423616,2020-11-24 05:24:06,"https://t.co/CN3JqMCkjq

Women's Ankle Length Leggings,Free Size,   Color-Blue

Rs. 259

Our   brands believes to p… https://t.co/n2BoBhyMSm",Women s Ankle Length Leggings Free Size Color Blue Rs 259 Our brands believes to p,positive
1331105997960617985,2020-11-24 05:22:55,"https://t.co/jDeeG4QJad

Women's Ankle Length Leggings,Free Size,   Color-Maroon

Rs. 259

Our   brands believes to… https://t.co/gY4JiqJG5i",Women s Ankle Length Leggings Free Size Color Maroon Rs 259 Our brands believes to,positive
1331105747304734722,2020-11-24 05:21:55,"https://t.co/UC7zuHu4dh

Women's Ankle Length Leggings,Free Size,   Color-Skin

Rs. 259

Our   brands believes to p… https://t.co/SVmPOr86Xj",Women s Ankle Length Leggings Free Size Color Skin Rs 259 Our brands believes to p,positive
1331105355745484802,2020-11-24 05:20:22,"https://t.co/IQWCvKdRMz

women Full Length   Legging, Free Size, Red

Rs. 195

Our   brands believes to provide the… https://t.co/0cGtwFJHGV",women Full Length Legging Free Size Red Rs 195 Our brands believes to provide the,positive
1331105107539202055,2020-11-24 05:19:23,"https://t.co/yYucmmpICi

women Full Length   Legging, Free Size, Navy Blue

Rs. 195

Our   brands believes to provi… https://t.co/5KviFrSMyp",women Full Length Legging Free Size Navy Blue Rs 195 Our brands believes to provi,positive
1331104844673732608,2020-11-24 05:18:20,"https://t.co/5cviCu0BHV

Women Full Length   Legging, Free Size, Colour-Skin

Rs. 195

Our   brands believes to pro… https://t.co/fZo8xIhMV6",Women Full Length Legging Free Size Colour Skin Rs 195 Our brands believes to pro,positive
1331104362580430849,2020-11-24 05:16:25,"https://t.co/qek3OAXkeg

Women Full Length   Legging, Free Size, Colour-White

Rs. 195

Our   brands believes to pr… https://t.co/fJQ40L3mW0",Women Full Length Legging Free Size Colour White Rs 195 Our brands believes to pr,positive
1331104017959645184,2020-11-24 05:15:03,"https://t.co/IRHZCSMTjJ

Soft Cotton Churidar Solid, Pink

Rs. 289

Our   brands believes to provide the good quali… https://t.co/uxsyV1KGl6",Soft Cotton Churidar Solid Pink Rs 289 Our brands believes to provide the good quali,positive
1331103739294322688,2020-11-24 05:13:56,"https://t.co/YjyH3CPAkm

Soft Cotton Churidar Solid, off White

Rs. 289

Our   brands believes to provide the good… https://t.co/VtlWVpZrMP",Soft Cotton Churidar Solid off White Rs 289 Our brands believes to provide the good,positive
1331103262917816321,2020-11-24 05:12:03,"https://t.co/nAMhPqNMT5

Soft Cotton Churidar Solid, White

Rs. 289

Our   brands believes to provide the good qual… https://t.co/LucCWkKrRT",Soft Cotton Churidar Solid White Rs 289 Our brands believes to provide the good qual,positive
1331102977566797824,2020-11-24 05:10:55,"https://t.co/CSq9zufD72

Soft Cotton Churidar Solid, Maroon

Rs. 289

Our   brands believes to provide the good qua… https://t.co/OwnRsJIUwO",Soft Cotton Churidar Solid Maroon Rs 289 Our brands believes to provide the good qua,positive
1331102718098751498,2020-11-24 05:09:53,"https://t.co/wWogdZnBD0

Soft Cotton Churidar Solid, Skin

Rs. 289

Our   brands believes to provide the good quali… https://t.co/JIM2SCPwdH",Soft Cotton Churidar Solid Skin Rs 289 Our brands believes to provide the good quali,positive
1331102451311624192,2020-11-24 05:08:49,"https://t.co/xEw2kFTac7

Soft Cotton Churidar Solid, Green

Rs. 289

Our   brands believes to provide the good qual… https://t.co/g9sEXqZLVP",Soft Cotton Churidar Solid Green Rs 289 Our brands believes to provide the good qual,positive
1331102139943292928,2020-11-24 05:07:35,"https://t.co/ZslRKhey5Z

Soft Cotton Churidar Solid, Black

Rs. 289

Our   brands believes to provide the good qual… https://t.co/iGj09ywp64",Soft Cotton Churidar Solid Black Rs 289 Our brands believes to provide the good qual,positive
1331098959851393024,2020-11-24 04:54:57,@mBLUEWORLD Please PRIVATE MESSAGE us your contact details by clicking on the given link. Our team will get in touc… https://t.co/XIPbQl0tIt,Please PRIVATE MESSAGE us your contact details by clicking on the given link Our team will get in touc,positive
1331098456643891202,2020-11-24 04:52:57,@Snapdeal_Help Why a common man loose there money by this type fraud. How and why snapdeal sharing my personal info… https://t.co/NBUIiefiwV,Help Why a common man loose there money by this type fraud How and why snapdeal sharing my personal info,negative
1331098167882915840,2020-11-24 04:51:48,"@Snapdeal_Help Then f i r that person, complaint as they are using your name fame.",Help Then f i r that person complaint as they are using your name fame,positive
1331097909601865728,2020-11-24 04:50:46,@mBLUEWORLD Hi! Please do not respond to any Phone Call/Email/SMS/Letters claiming to offer rewards/lucky draw priz… https://t.co/NIwZJMAiP1,Hi Please do not respond to any Phone Call Email SMS Letters claiming to offer rewards lucky draw priz,positive
1331097556726648832,2020-11-24 04:49:22,@Uppolice +91 76023 25852 ye @snapdeal ka naam lekar mujhe safari win karne ke liy farji 3500 rs jama karne ko bola… https://t.co/kuLFhHXtco,91 76023 25852 ye ka naam lekar mujhe safari win karne ke liy farji 3500 rs jama karne ko bola,positive
1331064507158786048,2020-11-24 02:38:03,Then why are you sharing the personal information of someone with these guys??@snapdeal https://t.co/4TKBuDIcCd,Then why are you sharing the personal information of someone with these guys,positive
1331063424281808898,2020-11-24 02:33:44,@kkgauravIT1983 Hi! Please do not respond to any Phone Call/Email/SMS/Letter claiming to offer rewards/lucky draw p… https://t.co/EEEw9K4ihS,Hi Please do not respond to any Phone Call Email SMS Letter claiming to offer rewards lucky draw p,positive
1331062455720558594,2020-11-24 02:29:54,If you want to get many fraud calls on mobile then just make an order to @snapdeal . You will get many calls to off… https://t.co/Uh90UpppwF,If you want to get many fraud calls on mobile then just make an order to You will get many calls to off,negative
1331056836963749890,2020-11-24 02:07:34,@Blackholesun112 @CitizenAndhra @zomatocare @ReallySwara @zomatoin @zomato @deepigoyal @Republic_Bharat @snapdeal T… https://t.co/3hJFPVWEKD,Bharat T,neutral
1331043186093920256,2020-11-24 01:13:19,"Christmas offer for you  (all design with discount price)
&gt;&gt;just click here https://t.co/XWmIeZtMk8
#Clippingpath… https://t.co/y3CNDxMvFB",Christmas offer for you all design with discount price gt gt just click here Clippingpath,positive
